# background genes,# genes,perc_overlap,category,chart color,description,FDR value,genes,network.SUID,nodes.SUID,p-value,PMID,term name,transferred FDR value,year
195,10,0.0512820512820513,GO Biological Process,,Cell-substrate adhesion,0.0000881,PXN|ITGA2|TSC1|AXL|FN1|SRC|BCL2L11|BCL2|BRAF|CTNNB1,128,757|721|433|670|703|625|586|553|694|580,0.00000467,,GO:0031589,0.405502409158795,0
195,10,0.0512820512820513,GO Biological Process,,Positive regulation of cytoskeleton organization,0.0000881,CDKN1B|PXN|RICTOR|TSC1|MET|SMAD3|NF2|MTOR|HSPA1A|BRAF,128,583|757|478|433|400|538|613|352|316|694,0.00000467,,GO:0051495,0.405502409158795,0
117,6,0.0512820512820513,GO Biological Process,,Regulation of circadian rhythm,0.0046,TP53|PRKAA1|MTOR|CDK1|MAPK8|MAPK9,128,709|343|352|637|640|403,0.0004,,GO:0042752,0.233724216831843,0
215,11,0.0511627906976744,GO Biological Process,,Protein stabilization,0.0000326,VHL|TP53|TSC1|DVL3|PRKCD|SMAD3|PARK7|PTEN|HSPA1A|CHEK2|GAPDH,128,394|709|433|346|325|538|340|373|316|361|526,0.00000157,,GO:0050821,0.448678239993206,0
274,14,0.0510948905109489,GO Biological Process,,Positive regulation of leukocyte cell-cell adhesion,0.00000155,XBP1|IGFBP2|PIK3CA|ARID1A|CAV1|FOXO3|SRC|SYK|ANXA1|GATA3|TFRC|ETS1|BAD|LCK,128,739|598|715|619|685|541|625|382|565|445|319|652|493|511,0.0000000571,,GO:1903039,0.580966830182971,0
747,38,0.0508701472556894,GO Biological Process,,Positive regulation of protein phosphorylation,4.33E-18,MAPK1|XBP1|CCND1|CDKN1B|CCNB1|KDR|PIK3CA|ERBB3|TP53|EGFR|ATM|NRG1|KIT|ARAF|RICTOR|MAP2K1|RPTOR|DVL3|STK11|MRE11|PRKCD|CAV1|PARK7|SMAD4|MTOR|SRC|SYK|CHEK2|ACVRL1|SQSTM1|XRCC5|TFRC|BCL2|CDKN1A|RAF1|EIF4G1|BRAF|PECAM1,128,622|739|481|583|457|460|715|487|709|406|475|502|514|628|478|559|676|346|499|679|325|685|340|616|352|625|382|361|712|412|574|319|553|604|727|544|694|667,4.58E-20,,GO:0001934,1.73635121036466,0
413,21,0.0508474576271187,GO Biological Process,,Positive regulation of cellular catabolic process,0.00000000103,XBP1|TSC2|KDR|ATM|BAX|TSC1|IRS1|RPTOR|STK11|PRKCD|CAV1|FOXO3|PARK7|PRKAA1|MTOR|BECN1|PTEN|HSPA1A|BCL2L11|BAD|MAPK9,128,739|562|460|475|547|433|610|676|499|325|685|541|340|343|352|430|373|316|586|493|403,2.36E-11,,GO:0031331,0.898716277529483,0
118,6,0.0508474576271187,GO Biological Process,,Recombinational repair,0.0047,XRCC1|ATM|MRE11|BRCA2|XRCC5|RAD51,128,769|475|679|751|574|658,0.00042,,GO:0000725,0.232790214206428,0
256,13,0.05078125,GO Biological Process,,Developmental maturation,0.00000463,KDR|RB1|AXL|PGR|FOXO3|PTEN|GATA3|BRCA2|ACVRL1|G6PD|BCL2|BAP1|CTNNB1,128,460|595|670|568|541|373|445|751|712|496|553|379|580,0.000000186,,GO:0021700,0.533441900898205,0
631,32,0.0507131537242472,GO Biological Process,,Mitotic cell cycle,5.15E-15,RPS6KB1|CCND1|CDKN1B|MSH2|CCNB1|CCNE1|BRD4|RB1|TP53|ATM|MRE11|TUBA1B|EIF4EBP1|FOXM1|BECN1|PCNA|BRCA2|RPS6|CHEK2|CDK1|BCL2|CDKN1A|SETD2|CHEK1|PRKCA|STMN1|BAP1|EIF4E|CCNE2|MYC|RAD51|PRKCB,128,421|481|583|736|457|742|517|595|709|475|679|424|748|484|430|376|751|682|361|637|553|604|532|442|706|439|379|745|772|505|658|337,7.09E-17,,GO:0000278,1.42881927709588,0
99,5,0.0505050505050505,GO Biological Process,,Positive regulation of endocytosis,0.0129,SERPINE1|EEF2K|ITGA2|AXL|SYK,128,322|349|721|670|382,0.0013,,GO:0045807,0.188941028970075,0
912,46,0.0504385964912281,GO Biological Process,,Positive regulation of phosphate metabolic process,3.78E-22,MAPK1|XBP1|CCND1|CDKN1B|CCNB1|KDR|PIK3CA|ERBB3|TP53|EGFR|ATM|NRG1|KIT|ARAF|ITGA2|RICTOR|AXL|MAP2K1|IRS1|RPTOR|DVL3|MET|STK11|MRE11|PRKCD|SMAD3|CAV1|PARK7|SMAD4|PRKAA1|MTOR|SRC|AR|SYK|CHEK2|ACVRL1|SQSTM1|XRCC5|TFRC|BAD|BCL2|CDKN1A|RAF1|EIF4G1|BRAF|PECAM1,128,622|739|481|583|457|460|715|487|709|406|475|502|514|628|721|478|670|559|610|676|346|400|499|679|325|538|685|340|616|343|352|625|733|382|361|712|412|574|319|493|553|604|727|544|694|667,2.82E-24,,GO:0045937,2.14225082001628,0
1669,84,0.0503295386458957,GO Biological Process,,Regulation of cell population proliferation,1.38E-44,MAPK1|XBP1|TSC2|RPS6KB1|CCND1|CDKN1B|MAPK14|IGFBP2|CCNB1|VHL|CCNE1|KDR|PIK3CA|CDH3|STAT3|ERBB3|RB1|CDH2|GATA6|TP53|EGFR|ATM|PDCD4|NRG1|KIT|BAX|ITGA2|TSC1|MAP2K1|CTNNA1|IRS1|SMAD1|RPTOR|BID|STK11|PGR|SMAD3|CAV1|FOXO3|STAT5A|SMAD4|FOXM1|NF2|PRKAA1|FN1|CLDN7|GAB2|BECN1|NRAS|JUN|PTEN|SRC|BAK1|AR|HSPA1A|SYK|BCL2L1|ANXA1|ERRFI1|GATA3|BRCA2|RPS6|ACVRL1|XRCC5|TFRC|ETS1|BAD|CDK1|BCL2|CDKN1A|CHEK1|SHC1|RAF1|NDRG1|ESR1|PRKCA|BAP1|BRAF|WWTR1|BIRC2|MYC|YAP1|CTNNB1|NOTCH1,128,622|739|562|421|481|583|634|598|457|394|742|460|715|697|691|487|595|370|631|709|406|475|397|502|514|547|721|433|559|754|610|700|676|763|499|568|538|685|541|550|616|484|613|343|703|766|367|430|649|688|373|625|520|733|316|382|385|565|334|445|751|682|712|574|319|652|493|637|553|604|442|607|727|448|760|706|379|694|673|391|505|523|580|571,7.91E-48,,GO:0042127,4.38601209135988,0
457,23,0.050328227571116,GO Biological Process,,Morphogenesis of an epithelium,1.38E-10,TSC2|SNAI1|KDR|EGFR|TSC1|DVL3|MET|PGR|SMAD3|SMAD4|TGM2|RBM15|SRC|AR|GATA3|ACVRL1|BCL2|SETD2|ESR1|MYC|YAP1|CTNNB1|NOTCH1,128,562|655|460|406|433|346|400|568|538|616|535|589|625|733|445|712|553|532|760|505|523|580|571,2.95E-12,,GO:0002009,0.986012091359876,0
359,18,0.0501392757660167,GO Biological Process,,Negative regulation of cell cycle,0.00000003,CCND1|CDKN1B|MAPK14|MSH2|RB1|TP53|ATM|MRE11|PTEN|GATA3|TP53BP1|CHEK2|ETS1|CDK1|BCL2|CDKN1A|CHEK1|CTNNB1,128,481|583|634|736|595|709|475|679|373|445|463|361|652|637|553|604|442|580,8.64E-10,,GO:0045786,0.752287874528034,0
140,7,0.05,GO Biological Process,,Regulation of transforming growth factor beta receptor signaling pathway,0.002,XBP1|TP53|STK11|SMAD3|CAV1|SMAD4|HSPA1A,128,739|709|499|538|685|616|316,0.00015,,GO:0017015,0.269897000433602,0
401,20,0.0498753117206983,GO Biological Process,,Positive regulation of cell activation,0.00000000401,XBP1|MSH2|IGFBP2|PIK3CA|AXL|ARID1A|CAV1|FOXO3|GAB2|SRC|SYK|ANXA1|GATA3|TP53BP1|TFRC|BAD|BCL2|CDKN1A|RPS6KA1|LCK,128,739|736|598|715|670|619|685|541|367|625|382|565|445|463|319|493|553|604|331|511,1.02E-10,,GO:0050867,0.839685562737982,0
1405,70,0.0498220640569395,GO Biological Process,,Regulation of phosphate metabolic process,1.32E-35,MAPK1|XBP1|TSC2|CCND1|CDKN1B|CCNB1|CCNE1|EEF2K|BRD4|KDR|PIK3CA|YWHAE|STAT3|ERBB3|RB1|TP53|EGFR|ATM|PDCD4|NRG1|KIT|ARAF|BAX|ITGA2|RICTOR|TSC1|AXL|MAP2K1|IRS1|RPTOR|DVL3|MET|STK11|MRE11|PRKCD|SMAD3|CAV1|PARK7|SMAD4|NF2|PRKAA1|FN1|MTOR|PARP1|ADAR|JUN|PTEN|SRC|BAK1|AR|SYK|ERRFI1|CHEK2|ACVRL1|SQSTM1|AKT1S1|XRCC5|TFRC|PDK1|BAD|BCL2|CDKN1A|SHC1|RAF1|EIF4G1|BRAF|WWTR1|CCNE2|PECAM1|RAD51,128,622|739|562|481|583|457|742|349|517|460|715|451|691|487|595|709|406|475|397|502|514|628|547|721|478|433|670|559|610|676|346|400|499|679|325|538|685|340|616|613|343|703|352|409|646|688|373|625|520|733|382|334|361|712|412|469|574|319|328|493|553|604|607|727|544|694|673|772|667|658,3.44E-38,,GO:0019220,3.48794260687942,0
201,10,0.0497512437810945,GO Biological Process,,Regulation of cell junction assembly,0.00011,SNAI1|EEF2K|KDR|TSC1|SMAD3|CAV1|PTEN|SRC|ACVRL1|EIF4G1,128,655|349|460|433|538|685|373|625|712|544,0.00000603,,GO:1901888,0.395860731484177,0
1108,55,0.0496389891696751,GO Biological Process,,Regulation of cell cycle,9.56E-27,TSC2|RPS6KB1|CCND1|CDKN1B|MAPK14|MSH2|CCNB1|CCNE1|BRD4|YWHAE|STAT3|RB1|TP53|EGFR|ATM|BAX|TSC1|RPTOR|BID|ARID1A|STK11|MRE11|EIF4EBP1|FOXM1|NF2|COPS5|BECN1|JUN|PTEN|SRC|BAK1|HSPA1A|BCL2L1|ANXA1|GATA3|BRCA2|TP53BP1|CHEK2|ETS1|BCL2L11|ASNS|CDK1|BCL2|CDKN1A|SETD2|CHEK1|PRKCA|EIF4G1|BAP1|EIF4E|CCNE2|BIRC2|MYC|RAD51|CTNNB1,128,562|421|481|583|634|736|457|742|517|451|691|595|709|406|475|547|433|676|763|619|499|679|748|484|613|364|430|688|373|625|520|316|385|565|445|751|463|361|652|586|418|637|553|604|532|442|706|544|379|745|772|391|505|658|580,4.76E-29,,GO:0051726,2.60195421077239,0
384,19,0.0494791666666667,GO Biological Process,,Positive regulation of leukocyte activation,0.0000000127,XBP1|MSH2|IGFBP2|PIK3CA|AXL|ARID1A|CAV1|FOXO3|GAB2|SRC|SYK|ANXA1|GATA3|TP53BP1|TFRC|BAD|BCL2|CDKN1A|LCK,128,739|736|598|715|670|619|685|541|367|625|382|565|445|463|319|493|553|604|511,3.51E-10,,GO:0002696,0.789619627904404,0
81,4,0.0493827160493827,GO Biological Process,,Lens development in camera-type eye,0.0366,SMAD3|NF2|GATA3|CTNNB1,128,538|613|445|580,0.0043,,GO:0002088,0.143651891460559,0
81,4,0.0493827160493827,GO Biological Process,,Neural crest cell development,0.0366,MAPK1|CDH2|NRG1|FN1,128,622|370|502|703,0.0043,,GO:0014032,0.143651891460559,0
912,45,0.0493421052631579,GO Biological Process,,Regulation of transferase activity,2.89E-21,MAPK1|TSC2|CCND1|CDKN1B|CCNB1|CCNE1|KDR|PIK3CA|ERBB3|RB1|TP53|EGFR|PDCD4|NRG1|KIT|RICTOR|TSC1|AXL|MAP2K1|IRS1|RPTOR|DVL3|MET|STK11|MRE11|PRKCD|CAV1|PARK7|NF2|MTOR|ADAR|PTEN|SRC|SYK|ERRFI1|PCNA|AKT1S1|XRCC5|BAD|CDKN1A|SHC1|WWTR1|CCNE2|MYC|CTNNB1,128,622|562|481|583|457|742|460|715|487|595|709|406|397|502|514|478|433|670|559|610|676|346|400|499|679|325|685|340|613|352|646|373|625|382|334|376|469|574|493|604|607|673|772|505|580,2.36E-23,,GO:0051338,2.05391021572435,0
142,7,0.0492957746478873,GO Biological Process,,Negative regulation of protein-containing complex assembly,0.0021,PRKCD|PARK7|CLDN7|SRC|RAF1|STMN1|BIRC2,128,325|340|766|625|727|439|391,0.00016,,GO:0031333,0.267778070526608,0
386,19,0.0492227979274611,GO Biological Process,,Regulation of protein serine/threonine kinase activity,0.0000000137,CCND1|CDKN1B|CCNB1|CCNE1|RB1|EGFR|PDCD4|KIT|RICTOR|MAP2K1|RPTOR|DVL3|PRKCD|CAV1|PTEN|SRC|SYK|CDKN1A|CCNE2,128,481|583|457|742|595|406|397|514|478|559|676|346|325|685|373|625|382|604|772,3.82E-10,,GO:0071900,0.786327943284359,0
529,26,0.0491493383742911,GO Biological Process,,Positive regulation of cell migration,8.4E-12,MAPK1|XBP1|SERPINE1|RPS6KB1|SNAI1|KDR|STAT3|EGFR|ATM|KIT|ITGA2|MET|SMAD3|CAV1|STAT5A|FN1|MTOR|JUN|SRC|ANXA1|GATA3|ETS1|BCL2|PRKCA|PECAM1|NOTCH1,128,622|739|322|421|655|460|691|406|475|514|721|400|538|685|550|703|352|688|625|565|445|652|553|706|667|571,1.61E-13,,GO:0030335,1.10757207139381,0
1547,76,0.0491273432449903,GO Biological Process,,Response to oxygen-containing compound,8.41E-39,ERCC1|MAPK1|XBP1|SERPINE1|RPS6KB1|NFKB1|CCND1|CDKN1B|MAPK14|IGFBP2|CDH1|PRDX1|XRCC1|EEF2K|PIK3CA|STAT3|RB1|PXN|GATA6|TP53|EGFR|ATM|PDCD4|ITGA2|TSC1|AXL|CTNNA1|IRS1|RPTOR|STK11|PRKCD|CAV1|FOXO3|PARK7|STAT5A|SMAD4|PRKAA1|CASP8|CLDN7|MTOR|COL6A1|BECN1|TGM2|PARP1|SCD|JUN|SRC|BAK1|AR|BCL2L1|ANXA1|ERRFI1|PCNA|GATA3|CHEK2|XRCC5|TFRC|BCL2L11|G6PD|BAD|CDK1|MAPK8|BCL2|MAPK9|SHC1|RAF1|ESR1|EIF4G1|EIF4E|BIRC2|YAP1|ACACA|RAD51|CTNNB1|PRKCB|NOTCH1,128,730|622|739|322|421|601|481|583|634|598|355|415|769|349|715|691|595|757|631|709|406|475|397|721|433|670|754|610|676|499|325|685|541|340|550|616|343|427|766|352|490|430|535|409|577|688|625|520|733|385|565|334|376|445|361|574|319|586|496|493|637|640|553|403|607|727|760|544|745|391|523|466|658|580|337|571,1.18E-41,,GO:1901700,3.80752040042021,0
326,16,0.049079754601227,GO Biological Process,,Regulation of Wnt signaling pathway,0.000000319,TSC2|NFKB1|MAPK14|IGFBP2|CDH3|CDH2|EGFR|STK11|SMAD3|CAV1|FOXO3|SRC|WWTR1|YAP1|CTNNB1|NOTCH1,128,562|601|634|598|697|370|406|499|538|685|541|625|673|523|580|571,0.0000000105,,GO:0030111,0.649620931694282,0
102,5,0.0490196078431373,GO Biological Process,,Reactive oxygen species metabolic process,0.0145,PRDX1|TP53|PARK7|PREX1|BCL2,128,415|709|340|718|553,0.0015,,GO:0072593,0.183863199776503,0
1103,54,0.0489573889392566,GO Biological Process,,Cellular response to endogenous stimulus,6.37E-26,MAPK1|XBP1|RPS6KB1|NFKB1|IGFBP2|CDH1|EEF2K|PIK3CA|STAT3|RB1|PXN|GATA6|TP53|EGFR|PDCD4|KIT|CTNNA1|IRS1|SMAD1|RPTOR|ARID1A|PGR|PRKCD|SMAD3|CAV1|FOXO3|STAT5A|SMAD4|PRKAA1|MTOR|COL6A1|BECN1|TGM2|PARP1|CASP7|JUN|SRC|AR|HSPA1A|BCL2L1|ANXA1|ERRFI1|GATA3|ACVRL1|BCL2L11|CHEK1|SHC1|ESR1|EIF4E|YAP1|ACACA|RAD51|CTNNB1|NOTCH1,128,622|739|421|601|598|355|349|715|691|595|757|631|709|406|397|514|754|610|700|676|619|568|325|538|685|541|550|616|343|352|490|430|535|409|529|688|625|733|316|385|565|334|445|712|586|442|607|760|745|523|466|658|580|571,3.41E-28,,GO:0071495,2.51958605676646,0
143,7,0.048951048951049,GO Biological Process,,Negative regulation of neurogenesis,0.0022,RB1|TP53|CTNNA1|NF2|PTEN|CTNNB1|NOTCH1,128,595|709|754|613|373|580|571,0.00017,,GO:0050768,0.265757731917779,0
410,20,0.0487804878048781,GO Biological Process,,Regulation of hemopoiesis,0.00000000565,XBP1|MAPK14|STAT3|RB1|AXL|ARID1A|FOXO3|CASP8|MTOR|RBM15|HSPA1A|SYK|ANXA1|GATA3|ETS1|BAD|PRKCA|BRAF|MYC|CTNNB1,128,739|634|691|595|670|619|541|427|352|589|316|382|565|445|652|493|706|694|505|580,1.48E-10,,GO:1903706,0.824795155218056,0
328,16,0.0487804878048781,GO Biological Process,,Regulation of protein stability,0.000000343,MAPK1|XBP1|VHL|TP53|TSC1|DVL3|PRKCD|SMAD3|PARK7|NF2|PTEN|SRC|HSPA1A|CHEK2|GAPDH|BCL2,128,622|739|394|709|433|346|325|538|340|613|373|625|316|361|526|553,0.0000000114,,GO:0031647,0.646470587995723,0
123,6,0.0487804878048781,GO Biological Process,,Regulation of myeloid leukocyte differentiation,0.0057,RB1|CASP8|MTOR|PRKCA|MYC|CTNNB1,128,595|427|352|706|505|580,0.00051,,GO:0002761,0.224412514432751,0
82,4,0.0487804878048781,GO Biological Process,,Regulation of translational initiation,0.0376,RPS6KB1|EIF4EBP1|MTOR|EIF4G1,128,421|748|352|544,0.0045,,GO:0006446,0.142481215507234,0
82,4,0.0487804878048781,GO Biological Process,,Regulation of stem cell differentiation,0.0376,STAT3|GATA6|YAP1|NOTCH1,128,691|631|523|571,0.0045,,GO:2000736,0.142481215507234,0
226,11,0.0486725663716814,GO Biological Process,,Positive regulation of protein serine/threonine kinase activity,0.0000495,CCND1|CDKN1B|CCNB1|EGFR|KIT|RICTOR|MAP2K1|RPTOR|DVL3|SRC|SYK,128,481|583|457|406|514|478|559|676|346|625|382,0.0000025,,GO:0071902,0.430539480106643,0
555,27,0.0486486486486487,GO Biological Process,,Positive regulation of cell motility,3.57E-12,MAPK1|XBP1|SERPINE1|RPS6KB1|SNAI1|KDR|STAT3|EGFR|ATM|KIT|ITGA2|MET|SMAD3|CAV1|STAT5A|FN1|CLDN7|MTOR|JUN|SRC|ANXA1|GATA3|ETS1|BCL2|PRKCA|PECAM1|NOTCH1,128,622|739|322|421|655|460|691|406|475|514|721|400|538|685|550|703|766|352|688|625|565|445|652|553|706|667|571,6.56E-14,,GO:2000147,1.14473317838878,0
144,7,0.0486111111111111,GO Biological Process,,Positive regulation of translation,0.0023,RPS6KB1|ITGA2|EEF2|MTOR|YBX1|EIF4G1|MYC,128,421|721|724|352|592|544|505,0.00018,,GO:0045727,0.263827216398241,0
247,12,0.048582995951417,GO Biological Process,,Negative regulation of growth,0.000019,CDKN1B|RB1|TP53|STK11|SMAD3|SMAD4|PTEN|HSPA1A|ACVRL1|G6PD|BCL2|CDKN1A,128,583|595|709|499|538|616|373|316|712|496|553|604,0.000000876,,GO:0045926,0.472124639904717,0
227,11,0.0484581497797357,GO Biological Process,,Positive regulation of neurogenesis,0.0000513,EEF2K|KIT|MAP2K1|STK11|FN1|MTOR|TGM2|XRCC5|BRAF|CTNNB1|NOTCH1,128,349|514|559|499|703|352|535|574|694|580|571,0.0000026,,GO:0050769,0.428988263488818,0
971,47,0.0484037075180227,GO Biological Process,,Regulation of cellular component biogenesis,5.41E-22,ERCC1|CDKN1B|SNAI1|EEF2K|KDR|PIK3CA|RB1|PXN|TP53|ATM|NRG1|KIT|BAX|RICTOR|TSC1|MET|BID|PRKCD|SMAD3|CAV1|PARK7|SMAD4|NF2|PRKAA1|CLDN7|MTOR|BECN1|PARP1|PTEN|SRC|BAK1|HSPA1A|SYK|ACVRL1|XRCC5|TFRC|BCL2L11|MAPK9|RAF1|ESR1|PRKCA|STMN1|EIF4G1|BRAF|BIRC2|YAP1|NOTCH1,128,730|583|655|349|460|715|595|757|709|475|502|514|547|478|433|400|763|325|538|685|340|616|613|343|766|352|430|409|373|625|520|316|382|712|574|319|586|403|727|760|706|439|544|694|391|523|571,4.18E-24,,GO:0044087,2.12668027348934,0
124,6,0.0483870967741936,GO Biological Process,,Cell-cell junction assembly,0.0059,CDH2|CTNNA1|CLDN7|PRKCA|PECAM1|CTNNB1,128,370|754|766|706|667|580,0.00053,,GO:0007043,0.222914798835786,0
269,13,0.0483271375464684,GO Biological Process,,Muscle cell differentiation,0.00000754,MYH9|MAPK14|RB1|CDH2|GATA6|NRG1|TSC1|MTOR|CDK1|MYH11|BCL2|CTNNB1|NOTCH1,128,436|634|595|370|631|502|433|352|637|358|553|580|571,0.000000319,,GO:0042692,0.512262865413023,0
83,4,0.0481927710843374,GO Biological Process,,Embryonic heart tube development,0.0391,SMAD3|YAP1|CTNNB1|NOTCH1,128,538|523|580|571,0.0047,,GO:0035050,0.140782324260413,0
83,4,0.0481927710843374,GO Biological Process,,Regulation of calcium-mediated signaling,0.0391,ERBB3|NRG1|MTOR|SYK,128,487|502|352|382,0.0047,,GO:0050848,0.140782324260413,0
270,13,0.0481481481481482,GO Biological Process,,Rhythmic process,0.00000783,TP53|AXL|PGR|FOXO3|PRKAA1|MTOR|PTEN|SRC|PCNA|CDK1|MAPK8|MAPK9|ESR1,128,709|670|568|541|343|352|373|625|376|637|640|403|760,0.000000332,,GO:0048511,0.510623823794206,0
416,20,0.0480769230769231,GO Biological Process,,Positive regulation of protein kinase activity,0.00000000707,CCND1|CDKN1B|CCNB1|PIK3CA|ERBB3|EGFR|NRG1|KIT|RICTOR|MAP2K1|RPTOR|DVL3|STK11|PRKCD|PARK7|MTOR|SRC|SYK|XRCC5|CDKN1A,128,481|583|457|715|487|406|502|514|478|559|676|346|499|325|340|352|625|382|574|604,1.89E-10,,GO:0045860,0.81505805862031,0
104,5,0.0480769230769231,GO Biological Process,,Negative regulation of small molecule metabolic process,0.0156,NFKB1|SNAI1|STAT3|TP53|PARP1,128,601|655|691|709|409,0.0016,,GO:0062014,0.180687540164554,0
104,5,0.0480769230769231,GO Biological Process,,Positive regulation of cell junction assembly,0.0156,EEF2K|KDR|TSC1|SMAD3|CAV1,128,349|460|433|538|685,0.0016,,GO:1901890,0.180687540164554,0
375,18,0.048,GO Biological Process,,Regulation of binding,0.0000000559,RB1|BAX|ITGA2|MET|PRKCD|SMAD3|CAV1|PARK7|SMAD4|PARP1|JUN|SRC|GATA3|MAPK8|CDKN1A|STMN1|EIF4G1|CTNNB1,128,595|547|721|400|325|538|685|340|616|409|688|625|445|640|604|439|544|580,0.00000000167,,GO:0051098,0.725258819211358,0
125,6,0.048,GO Biological Process,,Regulation of osteoblast differentiation,0.0062,SMAD1|SMAD3|WWTR1|YAP1|CTNNB1|NOTCH1,128,700|538|673|523|580|571,0.00056,,GO:0045667,0.220760831050175,0
271,13,0.047970479704797,GO Biological Process,,Regulation of leukocyte proliferation,0.00000812,MAPK1|IGFBP2|ATM|KIT|BID|PTEN|SYK|BCL2L1|ANXA1|TFRC|BCL2|CDKN1A|CTNNB1,128,622|598|475|514|763|373|382|385|565|319|553|604|580,0.000000346,,GO:0070663,0.509044397075882,0
668,32,0.0479041916167665,GO Biological Process,,Regulation of MAPK cascade,2.27E-14,MAPK1|XBP1|PRDX1|KDR|CDH2|EGFR|PDCD4|NRG1|KIT|MAP2K1|DVL3|PRKCD|CAV1|SMAD4|FOXM1|NF2|FN1|COPS5|JUN|PTEN|SRC|AR|SYK|ERRFI1|YWHAZ|SHC1|RAF1|PRKCA|BRAF|MYC|CTNNB1|NOTCH1,128,622|739|415|460|370|406|397|502|514|559|346|325|685|616|484|613|703|364|688|373|625|733|382|334|664|607|727|706|694|505|580|571,3.34E-16,,GO:0043408,1.36439741428069,0
1191,57,0.0478589420654912,GO Biological Process,,Positive regulation of catalytic activity,4.36E-27,MAPK1|TSC2|CCND1|CDKN1B|MAPK14|MSH2|MSH6|CCNB1|XRCC1|KDR|PIK3CA|CDH3|STAT3|ERBB3|EGFR|NRG1|KIT|BAX|ITGA2|RICTOR|TSC1|AXL|MAP2K1|IRS1|RPTOR|DVL3|MET|BID|STK11|MRE11|PRKCD|SMAD3|CAV1|PARK7|FN1|CASP8|MTOR|TGM2|PREX1|PTEN|SRC|BAK1|HSPA1A|SYK|PCNA|XRCC5|BCL2L11|BAD|MAPK8|BCL2|CDKN1A|RAF1|ESR1|LCK|MYC|CTNNB1|DIABLO,128,622|562|481|583|634|736|388|457|769|460|715|697|691|487|406|502|514|547|721|478|433|670|559|610|676|346|400|763|499|679|325|538|685|340|703|427|352|535|718|373|625|520|316|382|376|574|586|493|640|553|604|727|760|511|505|580|508,2.03E-29,,GO:0043085,2.63605135107314,0
565,27,0.047787610619469,GO Biological Process,,Tissue morphogenesis,5.24E-12,TSC2|SNAI1|KDR|EGFR|NRG1|ITGA2|TSC1|SMAD1|DVL3|MET|PGR|SMAD3|SMAD4|NF2|TGM2|RBM15|SRC|AR|GATA3|ACVRL1|BCL2|SETD2|ESR1|MYC|YAP1|CTNNB1|NOTCH1,128,562|655|460|406|502|721|433|700|346|400|568|538|616|613|535|589|625|733|445|712|553|532|760|505|523|580|571,9.86E-14,,GO:0048729,1.12806687130163,0
315,15,0.0476190476190476,GO Biological Process,,Regulation of leukocyte differentiation,0.00000126,XBP1|RB1|AXL|ARID1A|FOXO3|CASP8|MTOR|SYK|ANXA1|GATA3|BAD|PRKCA|BRAF|MYC|CTNNB1,128,739|595|670|619|541|427|352|382|565|445|493|706|694|505|580,0.0000000455,,GO:1902105,0.589962945488244,0
273,13,0.0476190476190476,GO Biological Process,,Cell junction assembly,0.00000873,CDH1|CDH2|NRG1|ITGA2|CTNNA1|FN1|CLDN7|PTEN|SRC|BCL2|PRKCA|PECAM1|CTNNB1,128,355|370|502|721|754|703|766|373|625|553|706|667|580,0.000000375,,GO:0034329,0.505898575629443,0
231,11,0.0476190476190476,GO Biological Process,,Regulation of intracellular protein transport,0.0000597,XBP1|MAPK14|CDH1|YWHAE|PRKCD|SMAD3|PARK7|PRKAA1|CDK1|MAPK8|BAP1,128,739|634|355|451|325|538|340|343|637|640|379,0.00000306,,GO:0033157,0.422402566887063,0
105,5,0.0476190476190476,GO Biological Process,,Regulation of sister chromatid segregation,0.016,CCNB1|RB1|ATM|ARID1A|BECN1,128,457|595|475|619|430,0.0017,,GO:0033045,0.179588001734408,0
105,5,0.0476190476190476,GO Biological Process,,Organelle disassembly,0.016,TP53|PRKAA1|BECN1|SQSTM1|CDK1,128,709|343|430|412|637,0.0017,,GO:1903008,0.179588001734408,0
84,4,0.0476190476190476,GO Biological Process,,Regulation of phosphatase activity,0.0405,ITGA2|TSC1|SMAD3|MTOR,128,721|433|538|352,0.0049,,GO:0010921,0.139254497678533,0
84,4,0.0476190476190476,GO Biological Process,,Negative regulation of protein ubiquitination,0.0405,CAV1|PARK7|HSPA1A|SQSTM1,128,685|340|316|412,0.0049,,GO:0031397,0.139254497678533,0
589,28,0.0475382003395586,GO Biological Process,,Positive regulation of hydrolase activity,2.06E-12,TSC2|STAT3|EGFR|KIT|BAX|ITGA2|TSC1|DVL3|BID|PRKCD|SMAD3|CAV1|FN1|CASP8|MTOR|TGM2|PREX1|BAK1|HSPA1A|SYK|PCNA|BCL2L11|BAD|MAPK8|ESR1|LCK|MYC|DIABLO,128,562|691|406|514|547|721|433|346|763|325|538|685|703|427|352|535|718|520|316|382|376|586|493|640|760|511|505|508,3.66E-14,,GO:0051345,1.16861327796308,0
169,8,0.0473372781065089,GO Biological Process,,Adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,0.001,ERCC1|MSH2|MSH6|STAT3|PRKCD|MTOR|GATA3|NOTCH1,128,730|736|388|691|325|352|445|571,0.0000736,,GO:0002460,0.3,0
148,7,0.0472972972972973,GO Biological Process,,Intracellular receptor signaling pathway,0.0026,STAT3|ARID1A|PGR|SRC|AR|ESR1|YAP1,128,691|619|568|625|733|760|523,0.00021,,GO:0030522,0.258502665202918,0
